flow_id,duration,protocol,pkts_fwd,pkts_bwd,mean_pkt_len_fwd,mean_pkt_len_bwd,fb_psec,fp_psec,fiat_total,fiat_mean,fiat_median,fiat_min,fiat_max,fiat_std,biat_total,biat_mean,biat_median,biat_min,biat_max,biat_std,flowiat_mean,flowiat_median,flowiat_min,flowiat_max,flowiat_std,flowiat_skew,flowiat_kurtosis,size_skewness,size_kurtosis,Label
1210482042256731,0.00047397613525390625,17,1,1,77.0,205.0,594966.6639839035,4219.621730382294,,,,,,,,,,,,,0.00047397613525390625,0.00047397613525390625,0.00047397613525390625,0.00047397613525390625,0.0,,,,,7
9301068613479878,0.00035500526428222656,17,1,1,77.0,127.0,574639.3660174614,5633.719274680994,,,,,,,,,,,,,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.00035500526428222656,0.0,,,,,7
1600974000702712,4.784076929092407,6,76,62,130.1184210526316,1290.725806451613,18794.430217713427,28.84568999315405,4.784076929092407,0.06378769238789876,0.0004630088806152344,5.9604644775390625e-06,4.54929518699646,0.5215208104778805,4.7837910652160645,0.07842280434780434,0.0005819797515869141,3.2901763916015625e-05,4.628459930419922,0.5874471474215914,0.034920269555419034,0.00026607513427734375,5.9604644775390625e-06,4.54929518699646,0.38715647006348497,11.571442852312115,131.93482080114086,2.953866870783494,8.609192473073984,7
1335800462181134,0.0004990100860595703,17,1,1,77.0,205.0,565118.8380315336,4007.9350215002387,,,,,,,,,,,,,0.0004990100860595703,0.0004990100860595703,0.0004990100860595703,0.0004990100860595703,0.0,,,,,7
5614805011550253,0.0004980564117431641,17,1,1,77.0,127.0,409592.15701292484,4015.6093824796553,,,,,,,,,,,,,0.0004980564117431641,0.0004980564117431641,0.0004980564117431641,0.0004980564117431641,0.0,,,,,7
3437411412151884,0.00043392181396484375,17,1,1,87.0,230.0,730546.356043956,4609.125274725275,,,,,,,,,,,,,0.00043392181396484375,0.00043392181396484375,0.00043392181396484375,0.00043392181396484375,0.0,,,,,7
8342253008825958,0.0004711151123046875,17,1,1,77.0,205.0,598579.8218623481,4245.246963562753,,,,,,,,,,,,,0.0004711151123046875,0.0004711151123046875,0.0004711151123046875,0.0004711151123046875,0.0,,,,,7
4583175501943428,0.00047588348388671875,17,1,1,77.0,127.0,428676.3607214429,4202.709418837675,,,,,,,,,,,,,0.00047588348388671875,0.00047588348388671875,0.00047588348388671875,0.00047588348388671875,0.0,,,,,7
1375431687346107,0.0003829002380371094,17,1,1,87.0,230.0,827891.8854296389,5223.2926525529265,,,,,,,,,,,,,0.0003829002380371094,0.0003829002380371094,0.0003829002380371094,0.0003829002380371094,0.0,,,,,7
1474963360234826,0.0003960132598876953,17,1,1,77.0,205.0,712097.3678506924,5050.335942203492,,,,,,,,,,,,,0.0003960132598876953,0.0003960132598876953,0.0003960132598876953,0.0003960132598876953,0.0,,,,,7
